country,sex,year,share_of_vulnerable_employment_in_total_employment_percentage
ury,f,2002,24.799999237060547
ury,mf,2003,26.399999618530273
ury,m,2003,29.799999237060547
ury,f,2003,21.799999237060547
ury,mf,2005,24.700000762939453
ury,m,2005,27.100000381469727
ury,f,2005,21.700000762939453
ury,mf,2006,25.100000381469727
ury,m,2006,26.100000381469727
ury,f,2006,23.799999237060547
ury,mf,2007,25.100000381469727
ury,m,2007,26.0
ury,f,2007,24.0
ury,mf,2008,23.399999618530273
ury,m,2008,22.299999237060547
ury,f,2008,24.299999237060547
ury,mf,2009,23.200000762939453
ury,m,2009,22.299999237060547
ury,f,2009,23.899999618530273
ury,mf,2010,22.200000762939453
ury,m,2010,23.100000381469727
ury,f,2010,21.200000762939453
ury,mf,2011,22.899999618530273
ury,m,2011,23.299999237060547
ury,f,2011,22.399999618530273
ury,mf,2012,22.399999618530273
ury,m,2012,23.100000381469727
ury,f,2012,21.600000381469727
ury,mf,2013,22.5
ury,m,2013,23.399999618530273
ury,f,2013,21.299999237060547
vut,mf,2009,70.0
vut,m,2009,66.5999984741211
vut,f,2009,74.5
ven,mf,1994,31.799999237060547
ven,m,1994,33.79999923706055
ven,f,1994,27.399999618530273
ven,mf,1995,32.20000076293945
ven,m,1995,33.29999923706055
ven,f,1995,29.899999618530273
ven,mf,1996,33.79999923706055
ven,m,1996,34.20000076293945
ven,f,1996,33.0
ven,mf,1997,31.100000381469727
ven,m,1997,30.299999237060547
ven,f,1997,32.400001525878906
ven,mf,1998,34.599998474121094
ven,m,1998,32.20000076293945
ven,f,1998,38.79999923706055
ven,mf,1999,35.599998474121094
ven,m,1999,33.599998474121094
ven,f,1999,39.099998474121094
ven,mf,2000,36.900001525878906
ven,m,2000,35.099998474121094
ven,f,2000,40.0
ven,mf,2001,34.29999923706055
ven,m,2001,30.899999618530273
ven,f,2001,39.900001525878906
ven,mf,2002,34.400001525878906
ven,m,2002,31.299999237060547
ven,f,2002,39.29999923706055
ven,mf,2003,35.29999923706055
ven,m,2003,32.599998474121094
ven,f,2003,39.70000076293945
ven,mf,2004,33.099998474121094
ven,m,2004,31.299999237060547
ven,f,2004,35.900001525878906
ven,mf,2005,31.200000762939453
ven,m,2005,29.0
ven,f,2005,34.70000076293945
ven,mf,2006,30.399999618530273
ven,m,2006,28.799999237060547
ven,f,2006,33.20000076293945
ven,mf,2007,29.799999237060547
ven,m,2007,27.899999618530273
ven,f,2007,32.900001525878906
ven,mf,2008,30.5
ven,m,2008,29.299999237060547
ven,f,2008,32.5
ven,mf,2009,31.200000762939453
ven,m,2009,30.100000381469727
ven,f,2009,32.900001525878906
ven,mf,2010,33.0
ven,m,2010,32.5
ven,f,2010,33.900001525878906
ven,mf,2011,32.79999923706055
ven,m,2011,32.400001525878906
ven,f,2011,33.29999923706055
ven,mf,2012,31.799999237060547
ven,m,2012,31.399999618530273
ven,f,2012,32.20000076293945
ven,mf,2013,30.299999237060547
ven,m,2013,30.200000762939453
ven,f,2013,30.299999237060547
vnm,mf,1996,82.0999984741211
vnm,m,1996,78.4000015258789
vnm,f,1996,85.69999694824219
vnm,mf,1997,81.0
vnm,m,1997,77.5
vnm,f,1997,84.5
vnm,mf,1998,78.5999984741211
vnm,m,1998,75.19999694824219
vnm,f,1998,82.0
vnm,mf,1999,80.9000015258789
vnm,m,1999,77.9000015258789
vnm,f,1999,83.9000015258789
vnm,mf,2000,80.0999984741211
vnm,m,2000,76.9000015258789
vnm,f,2000,83.19999694824219
vnm,mf,2001,77.5
vnm,m,2001,74.19999694824219
vnm,f,2001,81.0
vnm,mf,2002,78.30000305175781
vnm,m,2002,75.0
vnm,f,2002,81.80000305175781
vnm,mf,2003,77.0
vnm,m,2003,73.0999984741211
vnm,f,2003,81.0999984741211
vnm,mf,2004,73.9000015258789
vnm,m,2004,69.5
vnm,f,2004,78.5
vnm,mf,2011,62.5
vnm,mf,2012,62.5
vnm,m,2012,56.29999923706055
vnm,f,2012,69.19999694824219
vnm,mf,2013,62.599998474121094
vnm,m,2013,56.599998474121094
vnm,f,2013,69.0
pse,mf,1996,37.79999923706055
pse,m,1996,37.29999923706055
pse,f,1996,41.0
pse,mf,1997,32.70000076293945
pse,m,1997,31.299999237060547
pse,f,1997,41.5
pse,mf,1998,28.899999618530273
pse,m,1998,27.200000762939453
pse,f,1998,40.20000076293945
pse,mf,1999,26.700000762939453
pse,m,1999,24.0
pse,f,1999,42.29999923706055
pse,mf,2000,29.200000762939453
pse,m,2000,26.600000381469727
pse,f,2000,43.400001525878906
pse,mf,2001,33.20000076293945
pse,m,2001,32.900001525878906
pse,f,2001,35.0
pse,mf,2002,37.0
pse,m,2002,36.79999923706055
pse,f,2002,38.400001525878906
pse,mf,2003,39.20000076293945
pse,m,2003,38.099998474121094
pse,f,2003,44.400001525878906
pse,mf,2004,37.599998474121094
pse,m,2004,36.5
pse,f,2004,42.599998474121094
pse,mf,2005,36.20000076293945
pse,m,2005,34.900001525878906
pse,f,2005,42.70000076293945
pse,mf,2006,36.099998474121094
pse,m,2006,34.29999923706055
pse,f,2006,44.20000076293945
pse,mf,2007,36.20000076293945
pse,m,2007,33.5
pse,f,2007,47.20000076293945
pse,mf,2008,30.399999618530273
pse,m,2008,28.600000381469727
pse,f,2008,38.099998474121094
pse,mf,2009,27.200000762939453
pse,m,2009,26.299999237060547
pse,f,2009,31.299999237060547
pse,mf,2010,26.0
pse,m,2010,24.899999618530273
pse,f,2010,31.5
pse,mf,2011,27.0
pse,m,2011,25.700000762939453
pse,f,2011,33.599998474121094
pse,mf,2012,26.700000762939453
pse,m,2012,24.899999618530273
pse,f,2012,35.20000076293945
pse,mf,2013,25.600000381469727
pse,m,2013,24.100000381469727
pse,f,2013,33.29999923706055
yem,mf,1999,55.900001525878906
yem,m,1999,46.29999923706055
yem,f,1999,85.4000015258789
yem,mf,2010,29.600000381469727
yem,m,2010,28.700000762939453
yem,f,2010,40.20000076293945
zmb,mf,1980,45.20000076293945
zmb,m,1980,37.0
zmb,f,1980,68.9000015258789
zmb,mf,1990,64.69999694824219
zmb,m,1990,56.20000076293945
zmb,f,1990,80.9000015258789
zmb,mf,1991,70.30000305175781
zmb,m,1991,61.0
zmb,f,1991,82.0999984741211
zmb,mf,1996,78.0999984741211
zmb,m,1996,67.4000015258789
zmb,f,1996,90.4000015258789
zmb,mf,1998,81.5
zmb,m,1998,73.19999694824219
zmb,f,1998,90.9000015258789
zmb,mf,2000,81.30000305175781
zmb,m,2000,73.69999694824219
zmb,f,2000,90.80000305175781
zmb,mf,2003,79.30000305175781
zmb,mf,2005,81.0
zmb,mf,2008,81.30000305175781
zmb,mf,2010,77.30000305175781
zmb,mf,2012,79.0
zmb,m,2012,69.5999984741211
zmb,f,2012,88.19999694824219
zwe,mf,1994,63.599998474121094
zwe,m,1994,46.5
zwe,f,1994,81.5999984741211
zwe,mf,1997,60.29999923706055
zwe,m,1997,43.29999923706055
zwe,f,1997,77.4000015258789
zwe,mf,1999,60.29999923706055
zwe,m,1999,44.5
zwe,f,1999,76.80000305175781
zwe,mf,2002,61.900001525878906
zwe,m,2002,48.400001525878906
zwe,f,2002,76.5
zwe,mf,2011,74.5
zwe,m,2011,65.9000015258789
zwe,f,2011,83.0999984741211
zwe,mf,2012,65.5
zwe,m,2012,56.599998474121094
zwe,f,2012,75.5999984741211
